participant,block,trial,flankers,rt
s1,4,7,neutral,0.645253181458
s1,4,8,incongruent,0.405242919922
s1,4,9,incongruent,0.413363933563
s1,4,10,congruent,0.421142101288
s1,4,11,neutral,0.473295927048
s1,4,12,incongruent,0.469176054001
s1,4,13,neutral,0.485082864761
s1,4,14,neutral,0.405282020569
s1,4,15,neutral,0.453246116638
s1,4,16,incongruent,0.373203039169
s1,4,17,neutral,0.609321832657
s1,4,18,congruent,0.433296918869
s1,4,19,neutral,0.425271987915
s1,4,20,congruent,0.484866857529
s1,4,21,congruent,0.445225000381
s1,4,22,congruent,0.560719013214
s1,4,23,congruent,0.39736700058
s1,4,24,neutral,0.517363071442
s1,4,25,neutral,0.401206970215
s1,4,26,incongruent,0.489400148392
s1,4,27,incongruent,0.509342193604
s1,4,28,incongruent,0.409289836884
s1,4,29,incongruent,0.517308950424
s1,4,30,neutral,0.441365003586
s1,4,31,neutral,0.48131608963
s1,4,32,neutral,0.537303209305
s1,5,1,incongruent,0.671783924103
s1,5,2,incongruent,0.464900970459
s1,5,3,neutral,0.429338932037
s1,5,4,incongruent,0.509388923645
s1,5,5,neutral,0.413326978683
s1,5,6,incongruent,0.44122004509
s1,5,7,neutral,0.481361150742
s1,5,8,neutral,0.485012769699
s1,5,9,congruent,0.405325889587
s1,5,10,congruent,0.477292060852
s1,5,11,incongruent,0.377376794815
s1,5,12,neutral,0.481405973434
s1,5,13,neutral,0.392802000046
s1,5,14,congruent,0.481325864792
s1,5,15,congruent,0.421305894852
s1,5,16,neutral,0.369302034378
s1,5,17,neutral,0.485359191895
s1,5,18,incongruent,0.501344919205
s1,5,19,neutral,0.493278980255
s1,5,20,congruent,0.501359939575
s1,5,21,neutral,0.440855026245
s1,5,22,neutral,0.44936299324
s1,5,23,incongruent,0.473468065262
s1,5,24,congruent,0.549390792847
s1,5,25,neutral,0.573210000992
s1,5,26,congruent,0.48925280571
s1,5,27,congruent,0.449260950089
s1,5,28,neutral,0.529270172119
s1,5,29,neutral,0.405168056488
s1,5,30,neutral,0.42924618721
s1,5,31,incongruent,0.425362825394
s1,5,32,neutral,0.569114923477
s13,1,1,neutral,0.5704870224
s13,1,2,congruent,0.404979944229
s13,1,3,congruent,0.384835958481
s13,1,4,neutral,0.504914999008
s13,1,5,neutral,0.376564025879
s13,1,6,neutral,0.472925901413
s13,1,7,congruent,0.364252090454
s13,1,8,neutral,0.448487043381
s13,1,9,congruent,0.361048936844
s13,1,10,incongruent,0.688901185989
s13,1,11,incongruent,0.45311498642
s13,1,12,neutral,0.448926925659
s13,1,13,neutral,0.444725990295
s13,1,14,incongruent,0.412979125977
s13,1,15,neutral,0.513032197952
s13,1,16,neutral,0.453072071075
s13,1,17,neutral,0.488879919052
s13,1,18,neutral,0.376935005188
s13,1,19,neutral,0.43238401413
s13,1,20,neutral,0.381039857864
s13,1,21,congruent,0.460895776749
s13,1,22,incongruent,0.385060071945
s13,1,23,incongruent,0.552298069
s13,1,24,neutral,0.472896099091
s13,1,25,incongruent,0.589044809341
s13,1,26,incongruent,0.368894100189
s13,1,27,congruent,0.448909044266
s13,1,28,congruent,0.504800081253
s13,1,29,congruent,0.389071941376
s13,1,30,neutral,0.456905126572
s13,1,31,neutral,0.444859981537
s13,1,32,incongruent,0.468471050262
s13,2,1,neutral,0.56672000885
s13,2,2,incongruent,0.628796100616
s13,2,3,neutral,0.5688829422
s13,2,4,neutral,0.377012014389
s13,2,5,incongruent,0.40488910675
s13,2,6,incongruent,0.448984861374
s13,2,7,neutral,0.404365062714
s13,2,8,congruent,0.412991046906
s13,2,9,congruent,0.416965961456
s13,2,10,neutral,0.532815933228
s13,2,11,incongruent,0.552565097809
s13,2,12,neutral,0.404918193817
s13,2,13,incongruent,0.608954191208
s13,2,14,neutral,0.420971155167
s13,2,15,neutral,0.388400793076
s13,2,16,congruent,0.41291809082
s13,2,17,congruent,0.464924097061
s13,2,18,neutral,0.492663145065
s13,2,19,congruent,0.409044027328
s13,2,20,neutral,0.452383041382
s13,2,21,neutral,0.402800798416
s13,2,22,neutral,0.393114805222
s13,2,23,congruent,0.384913921356
s13,2,24,incongruent,0.380763053894
s13,2,25,neutral,0.41302895546
s13,2,26,neutral,0.420953035355
s13,2,27,neutral,0.504961013794
s13,2,28,neutral,0.416930198669
s13,2,29,congruent,0.420763969421
s13,2,30,congruent,0.349107027054
s13,2,31,incongruent,0.404862880707
s13,2,32,incongruent,0.468841075897
s13,3,1,neutral,0.541894197464
s13,3,2,congruent,0.44079709053
s13,3,3,neutral,0.432741880417
s13,3,4,neutral,0.404896020889
s13,3,5,neutral,0.505018949509
s13,3,6,congruent,0.368926048279
s13,3,7,congruent,0.37698507309
s13,3,8,neutral,0.404987812042
s13,3,9,congruent,0.357041120529
s13,3,10,congruent,0.40464091301
s13,3,11,incongruent,0.544955015182
s13,3,12,neutral,0.436892986298
s13,3,13,neutral,0.452973127365
s13,3,14,incongruent,0.452948093414
s13,3,15,neutral,0.484894037247
s13,3,16,incongruent,0.500925064087
s13,3,17,incongruent,0.428998947144
s13,3,18,congruent,0.496996164322
s13,3,19,neutral,0.404848098755
s13,3,20,congruent,0.389056921005
s13,3,21,neutral,0.608940839767
s13,3,22,neutral,0.441064834595
s13,3,23,incongruent,0.484988927841
s13,3,24,neutral,0.536936998367
s13,3,25,incongruent,0.456941127777
s13,3,26,neutral,0.432940006256
s13,3,27,neutral,0.416915178299
s13,3,28,neutral,0.540960073471
s13,3,29,incongruent,0.440597057343
s13,3,30,congruent,0.425030946732
s13,3,31,incongruent,0.476869821548
s13,3,32,neutral,0.480854988098
s13,4,1,neutral,0.470543861389
s13,4,2,neutral,0.428656101227
s13,4,3,incongruent,0.468984127045
s13,4,4,neutral,0.441047906876
s13,4,5,incongruent,0.460999011993
s13,4,6,neutral,0.432955980301
s13,4,7,incongruent,0.589036941528
s13,4,8,neutral,0.405076026917
s13,4,9,incongruent,0.453016042709
s13,4,10,neutral,0.461000919342
s13,4,11,neutral,0.460858106613
s13,4,12,neutral,0.441000938416
s13,4,13,congruent,0.376871109009
s13,4,14,neutral,0.540883779526
s13,4,15,neutral,0.432485103607
s13,4,16,neutral,0.54062795639
s13,4,17,congruent,0.432979106903
s13,4,18,incongruent,0.640916109085
s13,4,19,neutral,0.560874938965
s13,4,20,congruent,0.404589891434
s13,4,21,congruent,0.456853151321
s13,4,22,neutral,0.472974777222
s13,4,23,congruent,0.460961103439
s13,4,24,neutral,0.465157985687
s13,4,25,incongruent,0.481070995331
s13,4,26,neutral,0.489007949829
s13,4,27,incongruent,0.412884950638
s13,4,28,congruent,0.484965085983
s13,4,29,congruent,0.376829147339
s13,4,30,incongruent,0.509063959122
s13,4,31,neutral,0.412852048874
s13,4,32,congruent,0.460967063904
s13,5,1,incongruent,0.451222896576
s13,5,2,neutral,0.364895105362
s13,5,3,neutral,0.440673828125
s13,5,4,congruent,0.388357162476
s13,5,5,incongruent,0.376983880997
s13,5,6,neutral,0.484735965729
s13,5,7,incongruent,0.405015945435
s13,5,8,neutral,0.440866947174
s13,5,9,incongruent,0.516906023026
s13,5,10,congruent,0.421017169952
s13,5,11,neutral,0.424599885941
s13,5,12,congruent,0.476990938187
s13,5,13,neutral,0.388483047485
s13,5,14,neutral,0.496974945068
s13,5,15,incongruent,0.365029096603
s13,5,16,neutral,0.564959049225
s13,5,17,neutral,0.460841178894
s13,5,18,congruent,0.504817962646
s13,5,19,neutral,0.48095202446
s13,5,20,incongruent,0.468958854675
s13,5,21,congruent,0.408934116364
s13,5,22,congruent,0.436866998672
s13,5,23,neutral,0.384950876236
s13,5,24,neutral,0.484930992126
s13,5,25,neutral,0.544980049133
s13,5,26,neutral,0.468949079514
s13,5,27,congruent,0.404969930649
s13,5,28,incongruent,0.357005834579
s13,5,29,neutral,0.560959815979
s13,5,30,incongruent,0.572954893112
s13,5,31,neutral,0.524956941605
s13,5,32,congruent,0.416972160339
s7,1,1,congruent,0.576580047607
s7,1,2,congruent,0.633708000183
s7,1,3,neutral,0.473649978638
s7,1,4,neutral,0.737493991852
s7,1,5,incongruent,0.617724895477
s7,1,6,congruent,0.713666915894
s7,1,7,neutral,0.601665973663
s7,1,9,congruent,0.694744110107
s7,1,10,incongruent,0.665699958801
s7,1,11,neutral,0.525834798813
s7,1,12,neutral,0.6177110672
s7,1,13,neutral,0.573282957077
s7,1,14,congruent,0.517486095428
s7,1,15,neutral,0.57771396637
s7,1,16,neutral,0.593743085861
s7,1,17,neutral,0.649631977081
s7,1,19,neutral,0.882688999176
s7,1,20,congruent,0.657749891281
s7,1,21,incongruent,0.565796852112
s7,1,22,neutral,0.581736087799
s7,1,23,incongruent,0.665790081024
s7,1,24,congruent,0.701766967773
s7,1,25,neutral,0.905714988708
s7,1,26,congruent,0.733786821365
s7,1,27,incongruent,0.617692947388
s7,1,28,neutral,0.777757883072
s7,1,29,neutral,0.5535800457
s7,1,30,incongruent,0.597713947296
s7,1,31,neutral,0.545571088791
s7,1,32,neutral,0.572741031647
s7,2,1,neutral,0.417000770569
s7,2,2,neutral,0.601315975189
s7,2,3,incongruent,0.481688022614
s7,2,4,neutral,0.513803958893
s7,2,5,incongruent,0.621694087982
s7,2,6,neutral,0.573715925217
s7,2,7,neutral,0.637194156647
s7,2,8,neutral,0.525728940964
s7,2,9,congruent,0.497578144073
s7,2,10,neutral,0.701694011688
s7,2,11,neutral,0.625795841217
s7,2,12,neutral,0.517688035965
s7,2,13,neutral,0.613734006882
s7,2,14,neutral,0.701725959778
s7,2,16,congruent,0.598771095276
s7,2,17,incongruent,0.593672037125
s7,2,18,congruent,0.56153512001
s7,2,19,incongruent,0.589551925659
s7,2,20,incongruent,0.621644020081
s7,2,21,neutral,0.505755901337
s7,2,22,congruent,0.713759899139
s7,2,23,incongruent,0.589647054672
s7,2,24,congruent,0.441652059555
s7,2,25,congruent,0.553779125214
s7,2,26,neutral,0.749604940414
s7,2,27,incongruent,0.565611124039
s7,2,28,congruent,0.421731948853
s7,2,29,neutral,0.6856508255
s7,2,30,incongruent,0.597501039505
s7,2,31,neutral,0.837319850922
s7,2,32,congruent,0.661721944809
s7,3,1,congruent,0.668526887894
s7,3,2,incongruent,0.57373380661
s7,3,3,neutral,0.617373943329
s7,3,4,neutral,0.509747982025
s7,3,5,neutral,0.637699842453
s7,3,6,incongruent,0.917481184006
s7,3,7,neutral,0.609795093536
s7,3,8,incongruent,0.685665845871
s7,3,9,neutral,0.597805976868
s7,3,10,incongruent,0.629627943039
s7,3,11,congruent,0.825767040253
s7,3,12,neutral,0.561783790588
s7,3,14,neutral,0.646524906158
s7,3,15,neutral,0.637660980225
s7,3,16,neutral,0.609774112701
s7,3,17,congruent,0.553273916245
s7,3,18,neutral,0.589285850525
s7,3,19,neutral,0.417752981186
s7,3,20,neutral,0.561635971069
s7,3,21,congruent,0.617527961731
s7,3,22,congruent,0.553744077682
s7,3,23,neutral,0.441752195358
s7,3,24,incongruent,0.677695035934
s7,3,25,incongruent,0.821650028229
s7,3,26,congruent,0.76162314415
s7,3,27,neutral,0.729511022568
s7,3,28,congruent,0.737616062164
s7,3,29,neutral,0.433614015579
s7,3,30,incongruent,0.525657892227
s7,3,31,incongruent,0.797627925873
s7,3,32,neutral,0.665683984756
s7,4,1,incongruent,0.612741947174
s7,4,2,incongruent,0.645650148392
s7,4,3,neutral,0.553713083267
s7,4,4,congruent,0.6016061306
s7,4,5,neutral,0.61777305603
s7,4,6,congruent,0.621248960495
s7,4,7,incongruent,0.637794971466
s7,4,8,neutral,0.52566409111
s7,4,9,neutral,0.581381082535
s7,4,10,neutral,0.553510904312
s7,4,11,neutral,0.645747900009
s7,4,12,incongruent,0.625622987747
s7,4,13,neutral,0.909946918488
s7,4,14,congruent,0.601688146591
s7,4,15,neutral,0.74119591713
s7,4,16,incongruent,0.849513053894
s7,4,17,congruent,0.657764196396
s7,4,18,congruent,0.597631931305
s7,4,19,incongruent,0.777673959732
s7,4,20,congruent,0.677690982819
s7,4,22,neutral,0.526654958725
s7,4,23,congruent,0.545768976212
s7,4,24,neutral,0.432693004608
s7,4,25,neutral,0.552026033401
s7,4,26,incongruent,0.54563999176
s7,4,27,congruent,0.633660078049
s7,4,28,neutral,0.517717838287
s7,4,29,neutral,0.813673019409
s7,4,30,neutral,0.557781934738
s7,4,32,incongruent,0.74241399765
s7,5,1,incongruent,0.504946947098
s7,5,2,neutral,0.617735862732
s7,5,3,congruent,0.568844079971
s7,5,4,congruent,0.433722019196
s7,5,5,neutral,0.753609895706
s7,5,6,incongruent,0.709677934647
s7,5,7,congruent,0.533713817596
s7,5,8,incongruent,0.965726137161
s7,5,9,neutral,0.785800933838
s7,5,10,congruent,0.64959192276
s7,5,11,congruent,0.877601861954
s7,5,12,neutral,0.637537956238
s7,5,14,incongruent,0.64314699173
s7,5,15,neutral,0.685586929321
s7,5,16,neutral,0.545286893845
s7,5,17,incongruent,0.533793210983
s7,5,18,neutral,0.481178998947
s7,5,19,congruent,0.693613052368
s7,5,20,neutral,0.67361497879
s7,5,21,congruent,0.797747850418
s7,5,22,neutral,0.601679086685
s7,5,24,neutral,0.814966917038
s7,5,25,incongruent,0.673832893372
s7,5,26,neutral,0.721688985825
s7,5,27,neutral,0.541204929352
s7,5,28,neutral,0.593752145767
s7,5,29,neutral,0.821751117706
s7,5,30,congruent,0.609205961227
s7,5,31,neutral,0.593760967255
s7,5,32,incongruent,0.589704036713
s12,1,1,incongruent,0.561201095581
s12,1,2,incongruent,0.469564914703
s12,1,3,incongruent,0.397984981537
s12,1,4,incongruent,0.385279893875
s12,1,5,congruent,0.341974973679
s12,1,6,neutral,0.46164894104
s12,1,7,neutral,0.421972990036
s12,1,8,congruent,0.405325174332
s12,1,9,congruent,0.356791973114
s12,1,10,incongruent,0.313171863556
s12,1,11,congruent,0.373361825943
s12,1,12,neutral,0.546036958694
s12,1,13,congruent,0.330043792725
s12,1,14,neutral,0.3620698452
s12,1,15,incongruent,0.541037797928
s12,1,16,neutral,0.564160108566
s12,1,17,neutral,0.421088933945
s12,1,18,congruent,0.425862073898
s12,1,19,neutral,0.486083030701
s12,1,20,neutral,0.638050079346
s12,1,21,congruent,0.413672924042
s12,1,22,congruent,0.370058059692
s12,1,23,incongruent,0.370167970657
s12,1,24,neutral,0.406090021133
s12,1,25,incongruent,0.457988977432
s12,1,26,neutral,0.658020019531
s12,1,27,neutral,0.554054021835
s12,1,28,neutral,0.450031995773
s12,1,29,neutral,0.418000221252
s12,1,30,neutral,0.561816930771
s12,1,31,neutral,0.537036895752
s12,1,32,neutral,0.469928026199
s12,2,1,incongruent,0.636614084244
s12,2,2,neutral,0.525488853455
s12,2,3,congruent,0.469819068909
s12,2,4,incongruent,0.546052932739
s12,2,5,incongruent,0.469974040985
s12,2,6,incongruent,0.557788848877
s12,2,7,congruent,0.384722232819
s12,2,8,congruent,0.377725124359
s12,2,9,neutral,0.541694879532
s12,2,10,congruent,0.386130094528
s12,2,11,neutral,0.445728063583
s12,2,12,incongruent,0.609358072281
s12,2,13,neutral,0.618094921112
s12,2,14,neutral,0.534029006958
s12,2,15,congruent,0.377749919891
s12,2,16,congruent,0.42483997345
s12,2,17,neutral,0.541364908218
s12,2,18,neutral,0.614105939865
s12,2,19,congruent,0.526035070419
s12,2,20,incongruent,0.505980968475
s12,2,21,neutral,0.546015977859
s12,2,22,neutral,0.626059055328
s12,2,23,neutral,0.566044092178
s12,2,24,neutral,0.497843027115
s12,2,25,neutral,0.505951881409
s12,2,26,neutral,0.482136011124
s12,2,27,neutral,0.518137931824
s12,2,28,incongruent,0.561989068985
s12,2,29,neutral,0.514076948166
s12,2,30,incongruent,0.492828130722
s12,2,31,neutral,0.477778911591
s12,2,32,congruent,0.490031957626
s12,3,1,congruent,0.421068191528
s12,3,2,neutral,0.490133047104
s12,3,3,congruent,0.357999801636
s12,3,4,neutral,0.441905021667
s12,3,5,neutral,0.585839986801
s12,3,6,neutral,0.434053897858
s12,3,7,neutral,0.493509054184
s12,3,8,neutral,0.502064943314
s12,3,9,congruent,0.421988010406
s12,3,10,congruent,0.421897888184
s12,3,11,congruent,0.349745035172
s12,3,12,neutral,0.405559062958
s12,3,13,neutral,0.489937067032
s12,3,14,neutral,0.562118053436
s12,3,15,congruent,0.362056016922
s12,3,16,incongruent,0.420736074448
s12,3,17,incongruent,0.498021125793
s12,3,18,incongruent,0.665544033051
s12,3,19,congruent,0.406157016754
s12,3,20,incongruent,0.553977012634
s12,3,21,incongruent,0.602118015289
s12,3,22,neutral,0.514090061188
s12,3,23,neutral,0.538017988205
s12,3,24,incongruent,0.498125076294
s12,3,25,neutral,0.561047077179
s12,3,26,neutral,0.473523139954
s12,3,27,incongruent,0.506021022797
s12,3,28,neutral,0.505972862244
s12,3,29,incongruent,0.385929822922
s12,3,30,neutral,0.637824058533
s12,3,31,congruent,0.43790102005
s12,3,32,neutral,0.486044883728
s12,4,1,congruent,0.553156137466
s12,4,2,congruent,0.417671203613
s12,4,3,congruent,0.497862815857
s12,4,4,incongruent,0.625871896744
s12,4,5,neutral,0.650072097778
s12,4,6,neutral,0.525360822678
s12,4,7,incongruent,0.433343172073
s12,4,8,congruent,0.470152139664
s12,4,9,neutral,0.505930900574
s12,4,10,incongruent,0.601480007172
s12,4,11,neutral,0.589432954788
s12,4,12,incongruent,0.474076986313
s12,4,13,neutral,0.498011827469
s12,4,14,neutral,0.438112974167
s12,4,15,congruent,0.565691947937
s12,4,16,congruent,0.461027145386
s12,4,17,congruent,0.518149852753
s12,4,18,neutral,0.485476016998
s12,4,19,neutral,0.581614017487
s12,4,20,neutral,0.814066886902
s12,4,21,incongruent,0.509934186935
s12,4,22,neutral,0.462104082108
s12,4,23,incongruent,0.569705963135
s12,4,24,incongruent,0.529978990555
s12,4,25,neutral,0.468840122223
s12,4,26,neutral,0.573490142822
s12,4,27,neutral,0.542022943497
s12,4,28,neutral,0.497987985611
s12,4,29,congruent,0.630011081696
s12,4,30,incongruent,0.574141979218
s12,4,31,neutral,0.589936971664
s12,4,32,neutral,0.546009778976
s12,5,2,neutral,0.470602989197
s12,5,3,congruent,0.505885124207
s12,5,4,neutral,0.446115970612
s12,5,5,incongruent,0.534072875977
s12,5,6,neutral,0.59795498848
s12,5,7,incongruent,0.454090118408
s12,5,8,neutral,0.45408987999
s12,5,9,neutral,0.414047002792
s12,5,10,incongruent,0.574113130569
s12,5,11,congruent,0.429975032806
s12,5,12,congruent,0.517982006073
s12,5,13,incongruent,0.385941982269
s12,5,14,congruent,0.349978923798
s12,5,15,incongruent,0.453842163086
s12,5,16,incongruent,0.48482298851
s12,5,17,congruent,0.417652845383
s12,5,18,congruent,0.402039051056
s12,5,19,incongruent,0.489984989166
s12,5,20,congruent,0.434015035629
s12,5,21,neutral,0.532975912094
s12,5,22,neutral,0.506047010422
s12,5,23,neutral,0.473679065704
s12,5,24,neutral,0.637949943542
s12,5,25,neutral,0.497779846191
s12,5,26,neutral,0.441040992737
s12,5,27,incongruent,0.56604218483
s12,5,28,congruent,0.386126041412
s12,5,29,neutral,0.618035078049
s12,5,30,neutral,0.462166070938
s12,5,31,neutral,0.420700073242
s12,5,32,neutral,0.534026861191
s9,1,1,incongruent,0.504832029343
s9,1,2,neutral,0.550997972488
s9,1,3,congruent,0.581615924835
s9,1,4,neutral,0.489658117294
s9,1,5,neutral,0.449630975723
s9,1,6,congruent,0.469215869904
s9,1,7,neutral,0.340917110443
s9,1,8,neutral,0.460547924042
s9,1,9,incongruent,0.393684148788
s9,1,10,incongruent,0.357698917389
s9,1,11,neutral,0.397608041763
s9,1,12,congruent,0.377709150314
s9,1,13,neutral,0.364287137985
s9,1,14,incongruent,0.477631092072
s9,1,15,neutral,0.417247056961
s9,1,16,incongruent,0.39358997345
s9,1,17,incongruent,0.705616950989
s9,1,18,congruent,0.512087106705
s9,1,19,incongruent,0.564660072327
s9,1,20,congruent,0.365244865417
s9,1,21,neutral,0.377661943436
s9,1,22,neutral,0.449674129486
s9,1,23,neutral,0.525562047958
s9,1,24,neutral,0.452035903931
s9,1,25,congruent,0.405697107315
s9,1,26,incongruent,0.393685817719
s9,1,27,neutral,0.445605993271
s9,1,28,congruent,0.646603107452
s9,1,29,neutral,0.496433019638
s9,1,30,neutral,0.541676998138
s9,1,31,neutral,0.445663928986
s9,1,32,congruent,0.405514001846
s9,2,1,congruent,0.47413110733
s9,2,2,incongruent,0.50572681427
s9,2,3,incongruent,0.396657943726
s9,2,4,congruent,0.517546892166
s9,2,5,neutral,0.485626935959
s9,2,6,incongruent,0.545511007309
s9,2,7,neutral,0.397604942322
s9,2,8,congruent,0.393760919571
s9,2,9,neutral,0.389649152756
s9,2,10,neutral,0.47530412674
s9,2,11,incongruent,0.561270952225
s9,2,12,neutral,0.525701999664
s9,2,13,neutral,0.609026193619
s9,2,14,neutral,0.433490991592
s9,2,15,neutral,0.420591115952
s9,2,16,congruent,0.431422948837
s9,2,17,congruent,0.433798074722
s9,2,18,neutral,0.385617017746
s9,2,19,incongruent,0.417671918869
s9,2,20,neutral,0.413717985153
s9,2,21,incongruent,0.316987991333
s9,2,22,congruent,0.517079114914
s9,2,23,congruent,0.461591005325
s9,2,24,neutral,0.405751943588
s9,2,25,neutral,0.433631896973
s9,2,26,incongruent,0.420740842819
s9,2,27,neutral,0.496383905411
s9,2,28,neutral,0.441651105881
s9,2,29,neutral,0.389845132828
s9,2,30,neutral,0.421035051346
s9,2,31,incongruent,0.377151012421
s9,2,32,congruent,0.395373106003
s9,3,1,incongruent,0.452474832535
s9,3,2,neutral,0.433776140213
s9,3,3,congruent,0.345185995102
s9,3,4,neutral,0.3322660923
s9,3,5,neutral,0.421155929565
s9,3,6,neutral,0.413342952728
s9,3,7,congruent,0.413655042648
s9,3,8,congruent,0.409582138062
s9,3,9,neutral,0.437717914581
s9,3,10,neutral,0.480362176895
s9,3,11,neutral,0.369638204575
s9,3,12,incongruent,0.357779979706
s9,3,13,incongruent,0.38575720787
s9,3,14,neutral,0.441557168961
s9,3,15,neutral,0.460577011108
s9,3,16,incongruent,0.469743967056
s9,3,17,congruent,0.413542032242
s9,3,19,neutral,0.393765926361
s9,3,20,congruent,0.441601991653
s9,3,21,congruent,0.620159864426
s9,3,22,incongruent,0.541615009308
s9,3,23,congruent,0.397559165955
s9,3,24,neutral,0.385704040527
s9,3,25,neutral,0.385535001755
s9,3,26,incongruent,0.357418060303
s9,3,27,congruent,0.468867063522
s9,3,28,neutral,0.461696147919
s9,3,29,neutral,0.449643135071
s9,3,30,incongruent,0.4615650177
s9,3,31,incongruent,0.445662975311
s9,3,32,neutral,0.351515054703
s9,3,33,neutral,0.433435916901
s9,4,2,neutral,0.577585935593
s9,4,3,congruent,0.389760971069
s9,4,4,neutral,0.391304016113
s9,4,5,incongruent,0.497582912445
s9,4,6,neutral,0.509636878967
s9,4,7,congruent,0.513740062714
s9,4,8,congruent,0.465319871902
s9,4,9,neutral,0.372220039368
s9,4,10,congruent,0.412597179413
s9,4,11,neutral,0.453647851944
s9,4,12,neutral,0.505630970001
s9,4,13,neutral,0.389657974243
s9,4,14,congruent,0.357414007187
s9,4,15,incongruent,0.455366134644
s9,4,16,incongruent,0.389662981033
s9,4,17,neutral,0.421280860901
s9,4,18,congruent,0.377779960632
s9,4,19,neutral,0.385684967041
s9,4,20,neutral,0.348530054092
s9,4,21,incongruent,0.403924942017
s9,4,22,incongruent,0.373670101166
s9,4,23,congruent,0.377827882767
s9,4,24,neutral,0.526901006699
s9,4,25,incongruent,0.442306995392
s9,4,26,neutral,0.468822956085
s9,4,27,congruent,0.433600902557
s9,4,28,neutral,0.329287052155
s9,4,29,incongruent,0.42133808136
s9,4,30,neutral,0.393555879593
s9,4,31,neutral,0.452672958374
s9,4,32,neutral,0.336958885193
s9,5,1,congruent,0.484628915787
s9,5,2,neutral,0.489305019379
s9,5,3,incongruent,0.533633947372
s9,5,4,congruent,0.404335975647
s9,5,5,neutral,0.553878068924
s9,5,6,congruent,0.413730859756
s9,5,7,incongruent,0.525218009949
s9,5,8,neutral,0.397219181061
s9,5,9,neutral,0.357574939728
s9,5,10,congruent,0.384449005127
s9,5,11,incongruent,0.44152879715
s9,5,12,neutral,0.381713867188
s9,5,13,neutral,0.465606927872
s9,5,14,neutral,0.349730014801
s9,5,15,neutral,0.304623842239
s9,5,16,congruent,0.31662607193
s9,5,17,incongruent,0.361749887466
s9,5,18,incongruent,0.31751203537
s9,5,19,congruent,0.333600997925
s9,5,20,neutral,0.449662923813
s9,5,21,incongruent,0.301301956177
s9,5,22,neutral,0.518644809723
s9,5,23,neutral,0.365628957748
s9,5,24,congruent,0.369680166245
s9,5,25,neutral,0.405745029449
s9,5,26,neutral,0.449067831039
s9,5,27,congruent,0.339530944824
s9,5,28,incongruent,0.337676048279
s9,5,29,neutral,0.405530929565
s9,5,30,neutral,0.40567779541
s9,5,31,neutral,0.429665803909
s9,5,32,incongruent,0.471519947052
s26,1,1,congruent,0.499479055405
s26,1,2,incongruent,0.496905088425
s26,1,3,neutral,0.477072000504
s26,1,4,neutral,0.504907846451
s26,1,5,incongruent,0.437062978745
s26,1,6,incongruent,0.436988830566
s26,1,7,congruent,0.453132152557
s26,1,8,neutral,0.533054113388
s26,1,9,incongruent,0.424844026566
s26,1,10,neutral,0.428414106369
s26,1,11,neutral,0.50883102417
s26,1,12,neutral,0.553884983063
s26,1,13,neutral,0.477032899857
s26,1,14,neutral,0.541117191315
s26,1,15,incongruent,0.528873920441
s26,1,16,incongruent,0.573199987411
s26,1,17,congruent,0.548914194107
s26,1,18,incongruent,0.432872056961
s26,1,19,neutral,0.452989816666
s26,1,20,neutral,0.476418018341
s26,1,21,congruent,0.609171152115
s26,1,22,congruent,0.505042076111
s26,1,23,incongruent,0.536448955536
s26,1,24,neutral,0.621131896973
s26,1,25,congruent,0.469010829926
s26,1,26,neutral,0.513032913208
s26,1,27,neutral,0.489075899124
s26,1,28,neutral,0.565031051636
s26,1,29,congruent,0.485195875168
s26,1,30,congruent,0.481112957001
s26,1,31,neutral,0.468779087067
s26,1,32,neutral,0.461121082306
s26,2,1,congruent,0.655638933182
s26,2,2,incongruent,0.685197114944
s26,2,3,neutral,0.505000114441
s26,2,4,neutral,0.637145996094
s26,2,5,neutral,0.489004135132
s26,2,6,neutral,0.589137077332
s26,2,7,neutral,0.545086860657
s26,2,8,incongruent,0.572718858719
s26,2,9,congruent,0.440451860428
s26,2,10,neutral,0.51695895195
s26,2,11,incongruent,0.477107048035
s26,2,12,incongruent,0.840870857239
s26,2,13,neutral,0.533131122589
s26,2,14,incongruent,0.557096004486
s26,2,15,congruent,0.540981054306
s26,2,16,congruent,0.573182106018
s26,2,17,neutral,0.497009038925
s26,2,18,incongruent,0.461101055145
s26,2,19,congruent,0.484874010086
s26,2,20,congruent,0.537005901337
s26,2,21,neutral,0.765236139297
s26,2,22,neutral,0.640488862991
s26,2,23,neutral,0.485148191452
s26,2,24,congruent,0.480576038361
s26,2,25,neutral,0.656764984131
s26,2,26,neutral,0.580995082855
s26,2,27,incongruent,0.609158992767
s26,2,28,incongruent,0.560954093933
s26,2,29,neutral,0.469039916992
s26,2,30,congruent,0.405040025711
s26,2,31,neutral,0.433125019073
s26,2,32,neutral,0.553045034409
s26,3,1,congruent,0.655523061752
s26,3,2,neutral,0.440794944763
s26,3,3,congruent,0.552794933319
s26,3,4,congruent,0.568995952606
s26,3,5,incongruent,0.556679010391
s26,3,6,neutral,0.476940870285
s26,3,7,neutral,0.537050962448
s26,3,8,congruent,0.520431041718
s26,3,9,congruent,0.480941057205
s26,3,10,neutral,0.537261009216
s26,3,11,congruent,0.608944892883
s26,3,12,neutral,0.609091043472
s26,3,13,neutral,0.604890108109
s26,3,14,neutral,0.777012109756
